id,title,url,グー,チョキ,パー
TdUGI_0uv9Q,"[Money Lesson 9] Reassessing the Risk of Unemployment [Revised Edition, Money University, P58-P61]",https://www.youtube.com/watch?v=TdUGI_0uv9Q,0,0,0
kf0xMARHG4M,"[Increase your savings] The president delivers! ""Money Lectures"" March 2025 Compilation",https://www.youtube.com/watch?v=kf0xMARHG4M,0,0,0
61Q6TSBlOfM,[Money News] The real situation of the new NISA explained with data! What is everyone buying? [Of...,https://www.youtube.com/watch?v=61Q6TSBlOfM,0,0,0
8CUTAqqMivM,[Rebroadcast] [Save 1 million yen!] 6 Tips for Negotiating a Price on a Used Home [Money Lessons ...,https://www.youtube.com/watch?v=8CUTAqqMivM,0,0,0
u7tVZRRtGnc,【お金のニュース】正社員の転職者数が過去最高！転職で年収アップは当たり前？【リベ大公式切り抜き】,https://www.youtube.com/watch?v=u7tVZRRtGnc,0,0,0
wdT5smV5N6s,【社会保障クイズ】育休給付が「給料の80%」に！複雑すぎる新制度『出生後休業支援給付金』が貰える条件を解説【リベ大公式切り抜き】,https://www.youtube.com/watch?v=wdT5smV5N6s,3,0,0
FBzvmnpoCmk,第122回 【話題のニュース多数】2025年3月　学長が選ぶ「お得」「トレンド」お金のニュース Best7【トレンド】,https://www.youtube.com/watch?v=FBzvmnpoCmk,0,0,0
RQVAotnvEPE,"[Money Lesson 8] Reconsider Your Mortality Risk [Revised Edition, Money University, P56-P57]",https://www.youtube.com/watch?v=RQVAotnvEPE,0,0,1
DyAOjaiyW_A,[Rebroadcast] [With Episode] Do all rich people think the same? 7 Ways of Thinking Common to Weal...,https://www.youtube.com/watch?v=DyAOjaiyW_A,0,0,1
TIJLDw2v6m8,【お金のニュース】成績優秀な「GPIF」の投資判断を紹介。資産運用の最重要ポイントとは？【リベ大公式切り抜き】,https://www.youtube.com/watch?v=TIJLDw2v6m8,0,0,3
Y4RM9k3lRj4,[Rebroadcast] [Listen and you'll understand] Top 1 things people who don't make more money tend t...,https://www.youtube.com/watch?v=Y4RM9k3lRj4,0,0,0
CGC8oH_1pKo,【社会保障クイズ】失業給付の改正で何が変わる？会社辞めたい人は必見の内容を解説【リベ大公式切り抜き】,https://www.youtube.com/watch?v=CGC8oH_1pKo,0,0,0
PerOiVdWRUs,【お金のニュース】幸せになるために知っておくべき「5種類の富」と「5つの質問」を紹介【リベ大公式切り抜き】,https://www.youtube.com/watch?v=PerOiVdWRUs,0,0,3
HTgwTRZkXFM,[Money News] Rakuten Securities is experiencing a series of unauthorized access incidents! Five m...,https://www.youtube.com/watch?v=HTgwTRZkXFM,1,0,0
t0rMOcEVCkI,"[Money Lesson 7] Reassessing Your Risk of Disability [Revised Edition, Money University, pp. 52-55]",https://www.youtube.com/watch?v=t0rMOcEVCkI,0,0,0
NWKYlL39lF0,[For those struggling with debt] The very basics of debt consolidation! Explaining three ways to ...,https://www.youtube.com/watch?v=NWKYlL39lF0,0,0,0
cHENoZQj4Do,スマホ分割払い・カーローン...金額の大小は関係なし！あらゆる借金「するんじゃねえ」のワケ【学長ラジオ】,https://www.youtube.com/watch?v=cHENoZQj4Do,0,0,1
fjEJaibAcUw,【再放送】【知らないとお金に困り続ける】チャンスを掴める人vs掴めない人の違いを解説【人生論】：（アニメ動画）第34回,https://www.youtube.com/watch?v=fjEJaibAcUw,0,0,0
id9UWvg2Nww,"[Social Security Quiz] Are you prepared for the ""2025 Problem""? Explaining the social issues that...",https://www.youtube.com/watch?v=id9UWvg2Nww,0,0,0
A7s02Y6Yg4E,【お金のニュース】米国株が急落中！不安な相場の中で投資初心者がするべきこと【リベ大公式切り抜き】,https://www.youtube.com/watch?v=A7s02Y6Yg4E,0,0,0
YvK_vfR5M-s,[Applicable to 1 in 10 people] Insurance for inheritance tax… Is it really necessary? What you sh...,https://www.youtube.com/watch?v=YvK_vfR5M-s,0,0,0
4wqffCWL9Rs,"[Money Lesson 6] Reassessing the Risks of Illness and Injury [Revised Edition, Money University, ...",https://www.youtube.com/watch?v=4wqffCWL9Rs,0,0,0
ZE-uWAeqa6c,【お金のニュース】高額療養費の改悪が「見送り」に。基本のおさらい＆最新情報を分かりやすく解説【リベ大公式切り抜き】,https://www.youtube.com/watch?v=ZE-uWAeqa6c,0,0,0
zhBuR9GLedM,[Money Lesson 5] Let's Reassess Insurance Properly [Revised Edition Money University P40-P45],https://www.youtube.com/watch?v=zhBuR9GLedM,0,0,0
YqpZ1Lml8w0,"[Rebroadcast] [Just knowing is good for you] If you can answer these questions correctly, your fu...",https://www.youtube.com/watch?v=YqpZ1Lml8w0,0,0,0
rVs8MdVM8oM,"[The very basics of protection] Rather than refusing unnecessary sales calls, ""Don't even get clo...",https://www.youtube.com/watch?v=rVs8MdVM8oM,0,0,0
boAMb2q0RG0,"[Index Investing Concerns] Does the 4% Rule Apply to a ""Cash + Stock"" Portfolio? Introducing Smar...",https://www.youtube.com/watch?v=boAMb2q0RG0,0,0,0
2H78NiERwmY,[Rebroadcast] [Media Topic] Which is the Right Aim? A Thorough Explanation of the Four FIRE Metho...,https://www.youtube.com/watch?v=2H78NiERwmY,0,0,1
48PEhyA-kqY,[Money News] Expert stock price predictions are inaccurate! What are the pitfalls that beginner i...,https://www.youtube.com/watch?v=48PEhyA-kqY,0,0,0
bcBq7FjUMpQ,【実例報告も多数】あの手この手で近付いてくる悪質な訪問営業、全部いりません【リベ大公式切り抜き】,https://www.youtube.com/watch?v=bcBq7FjUMpQ,0,0,0
Djr1SFszLnM,【再放送】「副業で本業がおろそかになる」は本当か？【副業の本業への影響6選】【稼ぐ 実践編】：（アニメ動画）第356回,https://www.youtube.com/watch?v=Djr1SFszLnM,0,0,0
VNG2cdWcNpY,[Money Lesson 4] Visualize your subscriptions [Revised Edition Money University P36-P39],https://www.youtube.com/watch?v=VNG2cdWcNpY,0,0,0
xLhqW3IT9DE,【ずっと役立つ】学長がお届け！「お金の講義」2025年2月総集編,https://www.youtube.com/watch?v=xLhqW3IT9DE,0,0,3
PToVVsdT5u0,[Money News] The number of wealthy people in Japan has increased dramatically in just two years! ...,https://www.youtube.com/watch?v=PToVVsdT5u0,0,0,2
nBrSAzj62w0,"[Secrets to Success] Explaining ""3 Ways to Gain Confidence"" to Become Rich [Official Clippings fr...",https://www.youtube.com/watch?v=nBrSAzj62w0,0,0,0
IQBDPwyH6pI,【再放送】【コロナで破綻急増】住宅ローンで困窮している「実例」と「やってはいけない5つのこと」【お金の勉強 初級編】：（アニメ動画）第103回,https://www.youtube.com/watch?v=IQBDPwyH6pI,0,0,0
En2m-_NoaSs,[Money Lesson 3] Switch to a low-cost SIM card for your smartphone [Revised Edition Money Univers...,https://www.youtube.com/watch?v=En2m-_NoaSs,0,0,0
Plvdt4DYM-g,"No. 121 [You're missing out if you don't know] Top 7 ""Great Value"" and ""Trending"" Money News Sele...",https://www.youtube.com/watch?v=Plvdt4DYM-g,0,0,0
5s_p2N7M5Pk,"[Money News] One in four hometown tax donors make ""real donations"" without receiving tax deductio...",https://www.youtube.com/watch?v=5s_p2N7M5Pk,0,0,0
IvioGsMg8gw,【再放送】「効率的な情報収集」を目指す人がハマる5つの罠【お金の勉強 初級編】：（アニメ動画）第351回,https://www.youtube.com/watch?v=IvioGsMg8gw,0,0,3
bXgwrHbyQZg,"[Money News] Is this the head of ""Tokuryu""? A popular investor on social media arrested for fraud...",https://www.youtube.com/watch?v=bXgwrHbyQZg,0,0,0
BJg9mFrp3tg,[99% fail] A detailed explanation of why borrowing money to conserve capital as an investment str...,https://www.youtube.com/watch?v=BJg9mFrp3tg,0,0,0
9vfvUYyMbtc,"""Meeting people"" can change your life! How do you take that first step? [President's Radio]",https://www.youtube.com/watch?v=9vfvUYyMbtc,0,0,0
YgbMKJZjriw,"[Money Lesson 2] First, let's review your fixed costs! [Revised Edition: Money University, P27-P31]",https://www.youtube.com/watch?v=YgbMKJZjriw,0,0,1
dltRkeHUj7w,【お金のニュース】ビットコインなどの暗号資産が、株や債券と同じ扱いになるかも？【リベ大公式切り抜き】,https://www.youtube.com/watch?v=dltRkeHUj7w,0,0,0
fTBvrAOyX20,"[Money Lesson 1] Learn the Basic Principles of Being Rich [Revised Edition, Money University, P20...",https://www.youtube.com/watch?v=fTBvrAOyX20,0,0,0
nATpGlOw_RM,"[Rebroadcast] [Contributing to household management] 15 ultra-practical ""Resident Tax Quiz"" [Savi...",https://www.youtube.com/watch?v=nATpGlOw_RM,0,0,0
NiOvycZYgHo,[Easy & Profitable] Explaining how to safely sell your unwanted PC [Official Liberal Arts Clipping],https://www.youtube.com/watch?v=NiOvycZYgHo,0,0,3
S9UoxATWooQ,[Great Savings Information] Introducing ways to reduce your monthly contact lens costs [Official ...,https://www.youtube.com/watch?v=S9UoxATWooQ,0,0,0
6vaBWxtjdfY,【再放送】【老後がヤバい】「後期高齢者医療制度」の改悪と老後の医療費対策について解説【お金の勉強】：（アニメ動画）第141回,https://www.youtube.com/watch?v=6vaBWxtjdfY,0,0,0
EkYf9iHiD3Y,個人事業主が保険に入ってなくてケガで働けない場合にどうすれば良いか？【お金を貯める】：（アニメ動画）第504回,https://www.youtube.com/watch?v=EkYf9iHiD3Y,0,0,1
8Btx7FcYG3A,【お金のニュース】アメリカで買わない生活が流行中！「No Buy 2025」ってなに？【リベ大公式切り抜き】,https://www.youtube.com/watch?v=8Btx7FcYG3A,0,0,0
zGssCf_0kFI,[You'll be embarrassed if you don't know] An easy-to-understand explanation of the difference bet...,https://www.youtube.com/watch?v=zGssCf_0kFI,0,0,0
A3ugcG0d0A4,"[Rebroadcast] [The Future is Bright] Explaining the Asset Structure of the ""Rich"" and the Future ...",https://www.youtube.com/watch?v=A3ugcG0d0A4,0,0,1
kQArQevzwCI,【高配当株投資の原則】保有株が暴騰して売りたくなった時の判断ポイントを解説【リベ大公式切り抜き】,https://www.youtube.com/watch?v=kQArQevzwCI,0,0,0
10TZfMNgTG4,[Money News] A clear explanation of why financial products with freebies are not recommended [Off...,https://www.youtube.com/watch?v=10TZfMNgTG4,0,0,0
V38gfHzFkhA,【再放送】【見落としがち】本当の「安定」を生み出すたった1つのもの【稼ぐ 実践編】：（アニメ動画）第45回,https://www.youtube.com/watch?v=V38gfHzFkhA,0,0,0
gBXEBeUqQ2g,[Rebroadcast] [Just Know This] You Don't Need to Be Too Scared About Money After the Age of 65: A...,https://www.youtube.com/watch?v=gBXEBeUqQ2g,0,0,0
J7OQ-YEeSZM,【お金のニュース】上場企業の配当総額が約18兆円。4年連続で過去最高に！【リベ大公式切り抜き】,https://www.youtube.com/watch?v=J7OQ-YEeSZM,0,0,0
-X3OKEB6S30,"[Knowing makes a difference] The President brings you! ""Money Lectures"" January 2025 Compilation",https://www.youtube.com/watch?v=-X3OKEB6S30,0,0,0
TW7-h-L7mCY,How to Lower Your Propane Gas Bill [Beginner's Guide to Money]: (Animated Video) Episode 502,https://www.youtube.com/watch?v=TW7-h-L7mCY,0,0,1
y85Yy77Kb30,"[A Japanese version of a popular fund?] Is the new ""Japanese version of SCHD"" available at Rakute...",https://www.youtube.com/watch?v=y85Yy77Kb30,0,0,1
UfdV95TCsLA,[Money News] Will life improve or worsen? Bank of Japan decides to raise interest rates by 0.5% [...,https://www.youtube.com/watch?v=UfdV95TCsLA,0,0,0
m0ee-BU8pTE,【副業成功への高速道路】副業で月5万稼ぐために「Webマーケティング」が超オススメな5つの理由【リベ大公式切り抜き】,https://www.youtube.com/watch?v=m0ee-BU8pTE,0,0,0
WX5eOttp56s,【再放送】仕事が早い人vs遅い人【あなたはどっち？】【稼ぐ 実践編】：（アニメ動画）第345回,https://www.youtube.com/watch?v=WX5eOttp56s,0,0,0
xtx2OSxxIjU,第120回 【貯金が増える】2025年1月　学長が選ぶ「お得」「トレンド」お金のニュース Best7【トレンド】,https://www.youtube.com/watch?v=xtx2OSxxIjU,0,0,0
GdpAorpaJtw,The Basics of FX and Leverage [Beginner's Guide to Money]: (Animated Video) Episode 501,https://www.youtube.com/watch?v=GdpAorpaJtw,1,0,0
R2wMRypzp7k,【再放送】【月5万円は誰でも届く】独自アンケートで判明！「副業プチ成功者の特徴」と「稼げるようになったその後」を解説【稼ぐ 実践編】：（アニメ動画）第224回,https://www.youtube.com/watch?v=R2wMRypzp7k,0,0,1
HuisfV7dHA0,"[Money News] ""Orkan + Gold = Gorkan"" What do you think about a fund that combines stocks and gold...",https://www.youtube.com/watch?v=HuisfV7dHA0,0,0,0
Wz98fspBhSM,[Rakuten Securities Users Must See] How much trust fees did you pay in a year? Here's an easy way...,https://www.youtube.com/watch?v=Wz98fspBhSM,0,0,0
hlydVUGk6ZI,"[Rebroadcast] [Insurance, Real Estate, Investment Trusts] 9 Ways to Fight Dangerous Sales Pitches...",https://www.youtube.com/watch?v=hlydVUGk6ZI,0,0,0
Kv4lnTKNbp4,"[○ times your annual salary?] Explaining ""Financial Well-being"" for financial security [Official ...",https://www.youtube.com/watch?v=Kv4lnTKNbp4,0,0,0
aiUk9BMoq10,初心者が投資で勝つ方法 毎月分配型の投資信託を買うな【お金の勉強 初級編】（アニメ動画）第500回,https://www.youtube.com/watch?v=aiUk9BMoq10,0,0,1
MBV7WmqMU1I,"[2025 slogan] If you want to be rich, ""Don't do point activities!"" [President's Radio]",https://www.youtube.com/watch?v=MBV7WmqMU1I,0,0,0
SalCw_U4tJo,[Money News] Have pre-owned apartment prices reached a plateau? Beware of jumping catches! [Offic...,https://www.youtube.com/watch?v=SalCw_U4tJo,0,0,0
xPAigWtPMoc,"[Rebroadcast] [Salaryman Tax Savings] Explaining two key points that helped me save over 300,000 ...",https://www.youtube.com/watch?v=xPAigWtPMoc,0,0,0
nWkiCPdfrsE,[Money News] When is the best time to buy? US Treasury yields are rising to 5%! [Liberal Universi...,https://www.youtube.com/watch?v=nWkiCPdfrsE,0,0,0
jb7UeWWi7Bk,[Social Security Quiz] Disability pension and disability certificate: What is the surprising diff...,https://www.youtube.com/watch?v=jb7UeWWi7Bk,0,0,0
Fi6N0BT95Qs,[Money News] Why professional baseball players can't save money even with annual salaries in the ...,https://www.youtube.com/watch?v=Fi6N0BT95Qs,0,0,0
swg08T-GI-Q,【お金のニュース】「実質賃金」が4ヶ月連続マイナスに。物価上昇にどう備える？【リベ大公式切り抜き】,https://www.youtube.com/watch?v=swg08T-GI-Q,0,0,0
gSlHsAYIBd0,【落とし穴】株主優待目当ての投資で損する人の特徴３選【株式投資編】：（アニメ動画）第499回,https://www.youtube.com/watch?v=gSlHsAYIBd0,0,0,1
gBcX3RPXpZw,How to prepare? How to get through it? The two presidents give straightforward answers to questio...,https://www.youtube.com/watch?v=gBcX3RPXpZw,0,0,3
ilF8iWTsqOw,The Pros and Cons of IPO Investments [Financial Studies: Stock Investment]: (Animated Video) Epis...,https://www.youtube.com/watch?v=ilF8iWTsqOw,0,0,0
_N1BC8k-EKU,[Rebroadcast] The Line Between Gambling and Investing [What's the Difference?] [Stock Investment ...,https://www.youtube.com/watch?v=_N1BC8k-EKU,0,0,0
bYK-M1SRZQA,"【お金のニュース】銀行の振込手数料が値上げラッシュで1,000円目前に【リベ大公式切り抜き】",https://www.youtube.com/watch?v=bYK-M1SRZQA,0,0,0
-gLld_Gp34Y,[Money News] Savings rate drops to 1.5%. What savings rate should you aim for to achieve FIRE? [O...,https://www.youtube.com/watch?v=-gLld_Gp34Y,0,0,1
HHeVQUR_l8Y,【社会保障クイズ】雇用保険に未加入でも「職業訓練」は受けられる？【リベ大公式切り抜き】,https://www.youtube.com/watch?v=HHeVQUR_l8Y,0,0,0
SKYK3JqlRPI,【再放送】知る事はキミの大きな武器になる【お金の勉強 初級編 】：（アニメ動画）第343回,https://www.youtube.com/watch?v=SKYK3JqlRPI,0,0,1
A7y_I6RTIdk,"[Don't get it wrong!] Explaining which should be prioritized: ""investment"" or ""savings"" [Official...",https://www.youtube.com/watch?v=A7y_I6RTIdk,0,0,0
wPNqYHTxIeo,[Rerun] How to Create a Profitable Website and a Website That Makes Money [Earning Money in Pract...,https://www.youtube.com/watch?v=wPNqYHTxIeo,0,0,2
ug5JPey2UvA,[Cancel or continue?] What should you do about insurance that will result in a loss of principal ...,https://www.youtube.com/watch?v=ug5JPey2UvA,0,0,2
sh20uHN763Y,"[Rebroadcast] [For Beginners] Explaining the ""10 Steps"" to Starting a YouTube Channel and Earning...",https://www.youtube.com/watch?v=sh20uHN763Y,0,0,0
NkT3V3Vomd0,【いくつ知ってる？】「お金に関する言葉」をたくさん知ると、お金の世界で有利になれる【リベ大公式切り抜き】,https://www.youtube.com/watch?v=NkT3V3Vomd0,0,0,1
BQC-TUPAehk,【お金のニュース】過去70年で1度だけ？S&P500銘柄のうち好成績はたったの◯％【リベ大公式切り抜き】,https://www.youtube.com/watch?v=BQC-TUPAehk,0,0,5
aQvA8N6bvqc,【再放送】【ストックオプションって何？】SO目当てのベンチャー転職はアリか？ナシか？【稼ぐ 実践編】：（アニメ動画）第341回,https://www.youtube.com/watch?v=aQvA8N6bvqc,0,0,1
Z0_bm8JhrDw,パソコンの仕組み 超基本から解説【ゼロから学ぶITスキル】：（アニメ動画）第496回,https://www.youtube.com/watch?v=Z0_bm8JhrDw,0,0,1
fZiEHM9hK0k,[Money News] Amazon launches hometown tax donation service! Explains whether it's worth using com...,https://www.youtube.com/watch?v=fZiEHM9hK0k,0,0,0
LaG0T9Rn1vc,[For Beginners] 3 Goals to Achieve by 2025 for Those Who Want to Become Richer [Money Studies]: (...,https://www.youtube.com/watch?v=LaG0T9Rn1vc,0,0,0
gjyAPTWjg58,"[Rebroadcast] [If it's too high, it's not worth it] What is the best annual income for the money?...",https://www.youtube.com/watch?v=gjyAPTWjg58,0,0,1
UyDCYS4XmGQ,【お金のニュース】iDeCo受け取り時に増税？今回の改悪内容を分かりやすく解説【リベ大公式切り抜き】,https://www.youtube.com/watch?v=UyDCYS4XmGQ,0,0,2
pYnsGyDY5sI,[Money News] Three things you should never do with your winter bonus [Official Liberal Arts Clipp...,https://www.youtube.com/watch?v=pYnsGyDY5sI,0,0,0
BR1I7K3MCrg,第119回 【知らないと損】2024年12月　学長が選ぶ「お得」「トレンド」お金のニュース Best7【トレンド】,https://www.youtube.com/watch?v=BR1I7K3MCrg,0,0,0
jaw_ew7oXus,【お金が貯まる必修科目】「支出管理表＋ライフプランシート」具体的な活用方法5選【リベ大公式切り抜き】,https://www.youtube.com/watch?v=jaw_ew7oXus,0,0,0
lw3NgG9TP_o,The Difference Between Successful and Unsuccessful People [Philosophy of Life]: (Animation) Episo...,https://www.youtube.com/watch?v=lw3NgG9TP_o,0,0,0
22XVdXPB2Fk,【再放送】【本当に儲かる？】お金に強くなりたい人におすすめのマネー系資格を解説【10選】：（アニメ動画）第122回,https://www.youtube.com/watch?v=22XVdXPB2Fk,0,0,0
Um7AALPdhbc,【価格を見すぎ】収入が増えても、お金が貯まらない究極の理由【良いお金の使い方編】：（アニメ動画）第493回,https://www.youtube.com/watch?v=Um7AALPdhbc,0,0,0
992OiWCnwns,【再放送】【健康こそ最高の富】お金持ちが裏でコッソリ実践している健康法【良いお金の使い方編】：（アニメ動画）第226回,https://www.youtube.com/watch?v=992OiWCnwns,0,0,0
XuR3fLdrJ2w,【お金のニュース】iDeCo掛金の上限額が引き上げ？節税メリットはどのくらい増えるのか【リベ大公式切り抜き】,https://www.youtube.com/watch?v=XuR3fLdrJ2w,0,0,0
W4SVpgIfb64,【押さえておけば無双！？】買い物上手は知っている「資産価値」と「リセールバリュー」【学長ラジオ】,https://www.youtube.com/watch?v=W4SVpgIfb64,0,0,0
OiaQw69TkA8,【お金のニュース】朗報！「スリムS&P500」の信託報酬が25年1月から引き下げ【リベ大公式切り抜き】,https://www.youtube.com/watch?v=OiaQw69TkA8,0,0,0
Hr4GT_rzIKA,"[Rerun] For those who are worried about investing [Learn about money, beginner level]: (Animated ...",https://www.youtube.com/watch?v=Hr4GT_rzIKA,0,0,0
gf9QuHwKTGE,"[Money News] A series of ""rent increase"" notices... but is it true that you can refuse them? [Lib...",https://www.youtube.com/watch?v=gf9QuHwKTGE,0,0,0
mxXZokjtVyo,An explanation for beginners about iDeco and corporate DC defined contribution pensions ^^ [Learn...,https://www.youtube.com/watch?v=mxXZokjtVyo,0,0,1
aiWSi2B5Zf4,[The mouth is the source of trouble] Explaining the risks of disclosing or entrusting your assets...,https://www.youtube.com/watch?v=aiWSi2B5Zf4,0,0,0
usNbQ0JQxak,受け取り上手は人生お得【人生論】：（アニメ動画）第491回,https://www.youtube.com/watch?v=usNbQ0JQxak,0,0,0
sE-xLPwWu6U,【再放送】【幻想です】不動産投資で「年間家賃収入」に目を奪われてはいけない理由【不動産投資編】：（アニメ動画）第302回,https://www.youtube.com/watch?v=sE-xLPwWu6U,0,0,0
i5t6B6-u-tQ,[Money News] PayPay Bank's deposit interest rate will reach 2% per year! However...? [Official Li...,https://www.youtube.com/watch?v=i5t6B6-u-tQ,1,0,0
v_RbaVBnI6U,[Money News] Social insurance premiums are so high that they spark a flood of criticism on social...,https://www.youtube.com/watch?v=v_RbaVBnI6U,0,0,0
BiT6QRm2gE8,[Rerun] [Can't see the view you want to see anymore?] Explaining the historical background behind...,https://www.youtube.com/watch?v=BiT6QRm2gE8,0,0,0
l_cO2x5SvsI,短期間で年収を上げるために重要な３つのこと【日本の雇用環境における結論】【稼ぐ 実践編】：（アニメ動画）第490回,https://www.youtube.com/watch?v=l_cO2x5SvsI,0,0,1
Ym8s2QdnW2g,【資産5000万円】「自分のペースで楽しみながら」がコツ！小金持ち山へのあんな登り方こんな登り方【学長ラジオ】,https://www.youtube.com/watch?v=Ym8s2QdnW2g,0,0,1
3n69y9yvFgo,"[Money News] Beware of ridiculous medical treatments to avoid losing your ""health assets"" [Offici...",https://www.youtube.com/watch?v=3n69y9yvFgo,0,0,0
MudLiiWp2iQ,【お金のニュース】税務調査がAIで強化！申告漏れを防ぐ有効な対策【リベ大公式切り抜き】,https://www.youtube.com/watch?v=MudLiiWp2iQ,0,0,0
beUL93Pq-Ek,【再放送】【超お得】住宅ローンに関する「よくある質問20」にすべてお答えします【貯める編】：（アニメ動画）第181回,https://www.youtube.com/watch?v=beUL93Pq-Ek,0,0,0
c3NurWRXRhA,[Money News] A woman who lost 6 million yen to a phishing scam explains the scam method. [Officia...,https://www.youtube.com/watch?v=c3NurWRXRhA,1,0,0
-EX-MAo9JOA,【お金のニュース】実質年利18%超の「ヤマダNEO BANK」キャンペーン中止。その経緯とは？【リベ大公式切り抜き】,https://www.youtube.com/watch?v=-EX-MAo9JOA,0,0,0
fMHcD3owA6M,【再放送】【不安解消！】今の日本で子育てするための「基本戦略」と「ファイナンス法8選」【お金の勉強 初級編】：（アニメ動画）第156回,https://www.youtube.com/watch?v=fMHcD3owA6M,0,0,0
qcB253b2U-U,"Taxes are too high! How should we live in a country where the more we earn, the more we are punis...",https://www.youtube.com/watch?v=qcB253b2U-U,0,0,0
1pKIvTvwqMY,[Rebroadcast] [Yearly income depends on your address!] Five conditions for where to live if you w...,https://www.youtube.com/watch?v=1pKIvTvwqMY,0,0,0
SFLYVxsnUhI,[Money News] Listed companies' interim financial results are booming! What should investors look ...,https://www.youtube.com/watch?v=SFLYVxsnUhI,0,0,0
LaxjuIDm6cA,【貯蓄はもうヤメ！】難易度が低めな「コーストFIRE」について解説【人生論】：（アニメ動画）第488回,https://www.youtube.com/watch?v=LaxjuIDm6cA,0,0,0
Kg8yRStwL74,【お金のニュース】毒キノコ注意！日本生命が来春から変額保険を販売【リベ大公式切り抜き】,https://www.youtube.com/watch?v=Kg8yRStwL74,0,0,0
wCQ4xyYK8Q8,"[Money News] If you buy this, you can become FIRE...? A new fund for those aiming for FIRE has be...",https://www.youtube.com/watch?v=wCQ4xyYK8Q8,0,0,0
3a8aNMeSMG8,【お金のニュース】三菱UFJ銀行員が貸金庫から十数億円窃盗！お金に関して本当に信頼できる人間とは？【リベ大公式切り抜き】,https://www.youtube.com/watch?v=3a8aNMeSMG8,0,0,0
I2Inp8ONTGI,【再放送】【必ず使い切れ】ポイントを「絶対に貯めずに使い切るべき」5つの理由【お金の勉強】：（アニメ動画）第131回,https://www.youtube.com/watch?v=I2Inp8ONTGI,0,0,0
_OjZ1uOXP1I,Should I prepay my scholarship? [Money Studies Beginner's Edition] [Life Philosophy]: (Animated V...,https://www.youtube.com/watch?v=_OjZ1uOXP1I,0,0,0
GFqlTy6btSc,第118回 【知ると差がつく】2024年11月　学長が選ぶ「お得」「トレンド」お金のニュース Best7【トレンド】,https://www.youtube.com/watch?v=GFqlTy6btSc,0,0,0
OsruPIfHa6U,【稼ぐ力を伸ばしたい！】副業初心者のよくある悩みを学長にぶつけてみたらモチベ上がった【学長ラジオ】,https://www.youtube.com/watch?v=OsruPIfHa6U,0,0,0
vKVDEMI-sj0,[Must Check] What you can do now to prevent your pension from getting lost [Official Liberal Arts...,https://www.youtube.com/watch?v=vKVDEMI-sj0,0,0,0
Ad2Tr0tl76k,[Rebroadcast] [Retirement Planning for People in Their 20s to 40s is a Waste] The One Reason Reti...,https://www.youtube.com/watch?v=Ad2Tr0tl76k,0,0,0
0f2iacQHDBo,【お金は気まぐれ】急にお金が増えた時に振り回されて失敗しないためのコツを紹介【リベ大公式切り抜き】,https://www.youtube.com/watch?v=0f2iacQHDBo,0,0,0
JE97nhCYaqQ,【お金のニュース】新ファンド「SBI・SCHD」誕生！楽天SCHDとどう違う？特徴を解説【リベ大公式切り抜き】,https://www.youtube.com/watch?v=JE97nhCYaqQ,0,0,0
Cq-TWN1V0fk,"[Compare by numbers] The president's opinion on the popular ""Cub and"" service & price comparison ...",https://www.youtube.com/watch?v=Cq-TWN1V0fk,0,0,0
wYyUHEZTbsg,消費税増税で【貧乏になる人】【豊かになる人】【お金の勉強 初級編】：（アニメ動画）第486回,https://www.youtube.com/watch?v=wYyUHEZTbsg,0,0,1
JX0KHAHIAIE,[Rebroadcast] [Important] 5 Points That Are Often Overlooked in Financial Planning [Beginner's Gu...,https://www.youtube.com/watch?v=JX0KHAHIAIE,0,0,0
VvMAtkcME28,[Not taking precautions is dangerous] Explaining the basics of nursing care insurance and the nec...,https://www.youtube.com/watch?v=VvMAtkcME28,0,0,0
5ZnfhUi8ZGA,【お金のニュース】「カード止めてと依頼しても止まらず」イオンカードで不正利用が急増中【リベ大公式切り抜き】,https://www.youtube.com/watch?v=5ZnfhUi8ZGA,0,0,0
sqUGw1Icxh8,[Saying no is important!] 3 ways to say no to unnecessary sales calls to protect your precious mo...,https://www.youtube.com/watch?v=sqUGw1Icxh8,0,0,0
ExgfWnmzMC4,【お金のニュース】悪質な勧誘トラブルが急増中！被害を防ぐ具体的な対策方法【リベ大公式切り抜き】,https://www.youtube.com/watch?v=ExgfWnmzMC4,0,0,0
kP3BPBt05mo,[Rebroadcast] [The Best Basic Learning Material] 5 Reasons Why You Should Study Bookkeeping and F...,https://www.youtube.com/watch?v=kP3BPBt05mo,0,0,3
3mGg90f_sTU,"[Money News] Will the self-pay amount for ""high-cost medical care"" increase? How to prepare for t...",https://www.youtube.com/watch?v=3mGg90f_sTU,0,0,0
TIPNeogDEy0,[Rebroadcast] [Reading it will add depth to your life] 5 Manga that will have an impact on your l...,https://www.youtube.com/watch?v=TIPNeogDEy0,0,0,0
5oyFd7-t5hM,[Investing in high-yield Japanese stocks] The cheapest way to diversify small amounts into an app...,https://www.youtube.com/watch?v=5oyFd7-t5hM,0,0,0
LpzYF35066o,【再放送】【お金の教育】大切な子どもが「お金で苦労しない」ためにできること【お金の勉強 初級編】：（アニメ動画）第58回,https://www.youtube.com/watch?v=LpzYF35066o,0,0,0
JYxtU8xRQzg,【お金のニュース】社会保険「106万円の壁」撤廃で手取りが減る？押さえるべきポイント解説【リベ大公式切り抜き】,https://www.youtube.com/watch?v=JYxtU8xRQzg,0,0,1
